,Sex,Single Year of Age,VALUE
7642,Female,33,758
7643,Female,33,373
7644,Female,33,432
7645,Female,33,489
7646,Female,33,961
7647,Female,33,401
7648,Female,34,36284
7649,Female,34,414
7650,Female,34,5545
7651,Female,34,1556
7652,Female,34,2599
7653,Female,34,2330
7654,Female,34,1780
7655,Female,34,636
7656,Female,34,631
7657,Female,34,337
7658,Female,34,941
7659,Female,34,1556
7660,Female,34,532
7661,Female,34,663
7662,Female,34,1058
7663,Female,34,981
7664,Female,34,741
7665,Female,34,1774
7666,Female,34,2216
7667,Female,34,907
7668,Female,34,1424
7669,Female,34,1024
7670,Female,34,846
7671,Female,34,721
7672,Female,34,1177
7673,Female,34,217
7674,Female,34,856
7675,Female,34,399
7676,Female,34,416
7677,Female,34,513
7678,Female,34,1077
7679,Female,34,417
7680,Female,35,37940
7681,Female,35,446
7682,Female,35,5444
7683,Female,35,1548
7684,Female,35,2691
7685,Female,35,2409
7686,Female,35,1864
7687,Female,35,741
7688,Female,35,698
7689,Female,35,317
7690,Female,35,1044
7691,Female,35,1652
7692,Female,35,528
7693,Female,35,731
7694,Female,35,1152
7695,Female,35,1060
7696,Female,35,787
7697,Female,35,1780
7698,Female,35,2430
7699,Female,35,1002
7700,Female,35,1468
7701,Female,35,1175
7702,Female,35,938
7703,Female,35,667
7704,Female,35,1292
7705,Female,35,227
7706,Female,35,871
7707,Female,35,476
7708,Female,35,441
7709,Female,35,560
7710,Female,35,1057
7711,Female,35,444
7712,Female,36,39030
7713,Female,36,438
7714,Female,36,5218
7715,Female,36,1677
7716,Female,36,2843
7717,Female,36,2539
7718,Female,36,2015
7719,Female,36,717
7720,Female,36,717
7721,Female,36,347
7722,Female,36,1034
7723,Female,36,1723
7724,Female,36,581
7725,Female,36,780
7726,Female,36,1122
7727,Female,36,1153
7728,Female,36,828
7729,Female,36,1760
7730,Female,36,2584
7731,Female,36,1032
7732,Female,36,1593
7733,Female,36,1135
7734,Female,36,905
7735,Female,36,707
7736,Female,36,1301
7737,Female,36,240
7738,Female,36,909
7739,Female,36,459
7740,Female,36,491
7741,Female,36,602
7742,Female,36,1107
7743,Female,36,473
7744,Female,37,39193
7745,Female,37,457
7746,Female,37,4902
7747,Female,37,1694
7748,Female,37,2808
7749,Female,37,2541
7750,Female,37,2009
7751,Female,37,708
7752,Female,37,737
7753,Female,37,345
7754,Female,37,1044
7755,Female,37,1731
7756,Female,37,598
7757,Female,37,719
7758,Female,37,1175
7759,Female,37,1191
7760,Female,37,923
7761,Female,37,1872
7762,Female,37,2611
7763,Female,37,1122
7764,Female,37,1555
7765,Female,37,1140
7766,Female,37,889
7767,Female,37,657
7768,Female,37,1354
7769,Female,37,234
7770,Female,37,973
7771,Female,37,518
7772,Female,37,515
7773,Female,37,604
7774,Female,37,1115
7775,Female,37,452
7776,Female,38,40902
7777,Female,38,483
7778,Female,38,5053
7779,Female,38,1801
7780,Female,38,2926
7781,Female,38,2511
7782,Female,38,2114
7783,Female,38,803
7784,Female,38,820
7785,Female,38,378
7786,Female,38,1127
7787,Female,38,1852
7788,Female,38,611
7789,Female,38,794
7790,Female,38,1239
7791,Female,38,1277
7792,Female,38,955
7793,Female,38,1737
7794,Female,38,2723
7795,Female,38,1220
7796,Female,38,1594
7797,Female,38,1194
7798,Female,38,954
7799,Female,38,707
7800,Female,38,1485
7801,Female,38,252
7802,Female,38,963
7803,Female,38,513
7804,Female,38,523
7805,Female,38,684
7806,Female,38,1119
7807,Female,38,490
7808,Female,39,42592
7809,Female,39,553
7810,Female,39,4939
7811,Female,39,1878
7812,Female,39,3147
7813,Female,39,2797
7814,Female,39,2246
7815,Female,39,832
7816,Female,39,839
7817,Female,39,388
7818,Female,39,1092
7819,Female,39,1858
7820,Female,39,668
7821,Female,39,757
7822,Female,39,1230
7823,Female,39,1336
7824,Female,39,945
7825,Female,39,1858
7826,Female,39,3007
7827,Female,39,1229
7828,Female,39,1690
7829,Female,39,1300
7830,Female,39,977
7831,Female,39,747
7832,Female,39,1534
7833,Female,39,253
7834,Female,39,1033
7835,Female,39,509
7836,Female,39,514
7837,Female,39,656
7838,Female,39,1237
7839,Female,39,543
7840,Female,40,43143
7841,Female,40,487
7842,Female,40,4809
7843,Female,40,1910
7844,Female,40,3131
7845,Female,40,2822
7846,Female,40,2276
7847,Female,40,776
7848,Female,40,814
7849,Female,40,409
7850,Female,40,1170
7851,Female,40,1927
7852,Female,40,706
7853,Female,40,781
7854,Female,40,1347
7855,Female,40,1400
7856,Female,40,999
7857,Female,40,1879
7858,Female,40,3058
7859,Female,40,1239
7860,Female,40,1657
7861,Female,40,1297
7862,Female,40,978
7863,Female,40,687
7864,Female,40,1652
7865,Female,40,271
7866,Female,40,1126
7867,Female,40,556
7868,Female,40,538
7869,Female,40,630
7870,Female,40,1293
7871,Female,40,518
7872,Female,41,43696
7873,Female,41,537
7874,Female,41,4926
7875,Female,41,1944
7876,Female,41,3200
7877,Female,41,2792
7878,Female,41,2267
7879,Female,41,883
7880,Female,41,830
7881,Female,41,367
7882,Female,41,1210
7883,Female,41,1968
7884,Female,41,690
7885,Female,41,802
7886,Female,41,1320
7887,Female,41,1385
7888,Female,41,1057
7889,Female,41,1834
7890,Female,41,3058
7891,Female,41,1252
7892,Female,41,1699
7893,Female,41,1333
7894,Female,41,1039
7895,Female,41,680
7896,Female,41,1596
7897,Female,41,264
7898,Female,41,1119
7899,Female,41,554
7900,Female,41,546
7901,Female,41,702
7902,Female,41,1319
7903,Female,41,523
7904,Female,42,43337
7905,Female,42,517
7906,Female,42,4621
7907,Female,42,1878
7908,Female,42,3281
7909,Female,42,2802
7910,Female,42,2218
7911,Female,42,824
7912,Female,42,822
7913,Female,42,438
7914,Female,42,1189
7915,Female,42,1996
7916,Female,42,708
7917,Female,42,761
7918,Female,42,1407
7919,Female,42,1438
7920,Female,42,1060
7921,Female,42,1688
7922,Female,42,3210
7923,Female,42,1259
7924,Female,42,1675
7925,Female,42,1327
7926,Female,42,1072
7927,Female,42,723
7928,Female,42,1597
7929,Female,42,289
7930,Female,42,1014
7931,Female,42,541
7932,Female,42,548
7933,Female,42,656
7934,Female,42,1288
7935,Female,42,490
7936,Female,43,41408
7937,Female,43,463
7938,Female,43,4393
7939,Female,43,1812
7940,Female,43,3065
7941,Female,43,2720
7942,Female,43,2155
7943,Female,43,813
7944,Female,43,733
7945,Female,43,360
7946,Female,43,1125
7947,Female,43,2000
7948,Female,43,664
7949,Female,43,789
7950,Female,43,1326
7951,Female,43,1308
7952,Female,43,989
7953,Female,43,1649
7954,Female,43,3056
7955,Female,43,1242
7956,Female,43,1609
7957,Female,43,1250
7958,Female,43,975
7959,Female,43,621
7960,Female,43,1559
7961,Female,43,280
7962,Female,43,1000
7963,Female,43,535
7964,Female,43,557
7965,Female,43,611
7966,Female,43,1241
7967,Female,43,508
7968,Female,44,39379
7969,Female,44,459
7970,Female,44,4160
7971,Female,44,1680
7972,Female,44,2976
7973,Female,44,2293
7974,Female,44,2017
7975,Female,44,797
7976,Female,44,755
7977,Female,44,340
7978,Female,44,1107
7979,Female,44,1866
7980,Female,44,623
7981,Female,44,715
7982,Female,44,1201
7983,Female,44,1291
7984,Female,44,987
7985,Female,44,1568
7986,Female,44,2889
7987,Female,44,1170
7988,Female,44,1551
7989,Female,44,1210
7990,Female,44,1010
7991,Female,44,600
7992,Female,44,1578
7993,Female,44,254
7994,Female,44,956
7995,Female,44,503
7996,Female,44,475
7997,Female,44,630
7998,Female,44,1245
7999,Female,44,473
8000,Female,45,38506
8001,Female,45,498
8002,Female,45,3898
8003,Female,45,1609
8004,Female,45,2862
8005,Female,45,2282
8006,Female,45,2007
8007,Female,45,781
8008,Female,45,701
8009,Female,45,391
8010,Female,45,1063
8011,Female,45,1805
8012,Female,45,596
8013,Female,45,676
8014,Female,45,1255
8015,Female,45,1223
8016,Female,45,940
8017,Female,45,1583
8018,Female,45,2853
8019,Female,45,1117
8020,Female,45,1493
8021,Female,45,1206
8022,Female,45,998
8023,Female,45,631
8024,Female,45,1576
8025,Female,45,239
8026,Female,45,946
8027,Female,45,470
8028,Female,45,508
8029,Female,45,587
8030,Female,45,1235
8031,Female,45,477
8032,Female,46,38127
8033,Female,46,486
8034,Female,46,3846
8035,Female,46,1606
8036,Female,46,2771
8037,Female,46,2301
8038,Female,46,1989
8039,Female,46,813
8040,Female,46,711
8041,Female,46,334
8042,Female,46,1062
8043,Female,46,1824
8044,Female,46,603
8045,Female,46,661
8046,Female,46,1152
8047,Female,46,1237
8048,Female,46,1050
8049,Female,46,1515
8050,Female,46,2841
8051,Female,46,1184
8052,Female,46,1482
8053,Female,46,1152
8054,Female,46,921
8055,Female,46,633
8056,Female,46,1494
8057,Female,46,246
8058,Female,46,976
8059,Female,46,519
8060,Female,46,506
8061,Female,46,565
8062,Female,46,1189
8063,Female,46,458
8064,Female,47,37471
8065,Female,47,418
8066,Female,47,3607
8067,Female,47,1627
8068,Female,47,2769
8069,Female,47,2142
8070,Female,47,1924
8071,Female,47,802
8072,Female,47,655
8073,Female,47,326
8074,Female,47,1045
8075,Female,47,1786
8076,Female,47,602
8077,Female,47,742
8078,Female,47,1219
8079,Female,47,1250
8080,Female,47,913
8081,Female,47,1468
8082,Female,47,2850
8083,Female,47,1145
8084,Female,47,1468
8085,Female,47,1242
8086,Female,47,944
8087,Female,47,572
8088,Female,47,1484
8089,Female,47,249
8090,Female,47,945
8091,Female,47,502
8092,Female,47,515
8093,Female,47,570
8094,Female,47,1203
8095,Female,47,487
8096,Female,48,37145
8097,Female,48,430
8098,Female,48,3737
8099,Female,48,1623
8100,Female,48,2696
8101,Female,48,2159
8102,Female,48,1949
8103,Female,48,765
8104,Female,48,703
8105,Female,48,319
8106,Female,48,1052
8107,Female,48,1734
8108,Female,48,608
8109,Female,48,736
8110,Female,48,1154
8111,Female,48,1225
8112,Female,48,962
8113,Female,48,1417
8114,Female,48,2756
8115,Female,48,1090
8116,Female,48,1448
8117,Female,48,1225
8118,Female,48,913
8119,Female,48,555
8120,Female,48,1484
8121,Female,48,256
8122,Female,48,958
8123,Female,48,484
8124,Female,48,479
8125,Female,48,599
8126,Female,48,1203
8127,Female,48,426
8128,Female,49,37081
8129,Female,49,493
8130,Female,49,3703
8131,Female,49,1604
8132,Female,49,2585
8133,Female,49,2123
8134,Female,49,1993
8135,Female,49,798
8136,Female,49,658
8137,Female,49,322
8138,Female,49,1059
8139,Female,49,1699
8140,Female,49,573
8141,Female,49,657
8142,Female,49,1229
8143,Female,49,1215
8144,Female,49,982
8145,Female,49,1376
8146,Female,49,2769
8147,Female,49,1184
8148,Female,49,1449
8149,Female,49,1263
8150,Female,49,917
8151,Female,49,529
8152,Female,49,1504
8153,Female,49,254
8154,Female,49,967
8155,Female,49,455
8156,Female,49,533
8157,Female,49,538
8158,Female,49,1210
8159,Female,49,440
8160,Female,50,36199
8161,Female,50,454
8162,Female,50,3721
8163,Female,50,1607
8164,Female,50,2470
8165,Female,50,1969
8166,Female,50,1867
8167,Female,50,777
8168,Female,50,647
8169,Female,50,312
8170,Female,50,1043
8171,Female,50,1710
8172,Female,50,589
8173,Female,50,656
8174,Female,50,1244
8175,Female,50,1179
8176,Female,50,1033
8177,Female,50,1470
8178,Female,50,2655
8179,Female,50,1097
8180,Female,50,1371
8181,Female,50,1174
8182,Female,50,885
8183,Female,50,506
8184,Female,50,1434
8185,Female,50,240
8186,Female,50,922
8187,Female,50,502
8188,Female,50,487
8189,Female,50,556
8190,Female,50,1204
8191,Female,50,418
8192,Female,51,35025
8193,Female,51,436
8194,Female,51,3584
8195,Female,51,1513
8196,Female,51,2314
8197,Female,51,1940
8198,Female,51,1718
8199,Female,51,738
8200,Female,51,634
8201,Female,51,330
8202,Female,51,1003
8203,Female,51,1595
8204,Female,51,593
8205,Female,51,667
8206,Female,51,1160
8207,Female,51,1165
8208,Female,51,911
8209,Female,51,1388
8210,Female,51,2582
8211,Female,51,1075
8212,Female,51,1390
8213,Female,51,1177
8214,Female,51,909
8215,Female,51,499
8216,Female,51,1439
8217,Female,51,260
8218,Female,51,933
8219,Female,51,461
8220,Female,51,440
8221,Female,51,580
8222,Female,51,1172
8223,Female,51,419
8224,Female,52,34414
8225,Female,52,403
8226,Female,52,3663
8227,Female,52,1524
8228,Female,52,2147
8229,Female,52,1843
8230,Female,52,1676
8231,Female,52,667
8232,Female,52,612
8233,Female,52,305
8234,Female,52,991
8235,Female,52,1510
8236,Female,52,545
8237,Female,52,656
8238,Female,52,1156
8239,Female,52,1150
8240,Female,52,976
8241,Female,52,1392
8242,Female,52,2516
8243,Female,52,1158
8244,Female,52,1381
8245,Female,52,1129
8246,Female,52,871
8247,Female,52,452
8248,Female,52,1369
8249,Female,52,259
8250,Female,52,996
8251,Female,52,478
8252,Female,52,479
8253,Female,52,553
8254,Female,52,1157
8255,Female,52,400
8256,Female,53,32204
8257,Female,53,385
8258,Female,53,3291
8259,Female,53,1494
8260,Female,53,2016
8261,Female,53,1730
8262,Female,53,1606
8263,Female,53,719
8264,Female,53,544
8265,Female,53,304
8266,Female,53,920
8267,Female,53,1415
8268,Female,53,521
8269,Female,53,627
8270,Female,53,1086
8271,Female,53,1031
8272,Female,53,870
8273,Female,53,1262
8274,Female,53,2381
8275,Female,53,1068
8276,Female,53,1206
8277,Female,53,1064
8278,Female,53,815
8279,Female,53,479
8280,Female,53,1284
8281,Female,53,234
8282,Female,53,968
8283,Female,53,441
8284,Female,53,424
8285,Female,53,491
8286,Female,53,1143
8287,Female,53,385
8288,Female,54,32168
8289,Female,54,382
8290,Female,54,3363
8291,Female,54,1497
8292,Female,54,1936
8293,Female,54,1685
8294,Female,54,1552
8295,Female,54,671
8296,Female,54,545
8297,Female,54,287
8298,Female,54,919
8299,Female,54,1399
8300,Female,54,522
8301,Female,54,618
8302,Female,54,1107
8303,Female,54,1003
8304,Female,54,920
8305,Female,54,1301
8306,Female,54,2383
8307,Female,54,1053
8308,Female,54,1253
8309,Female,54,1129
8310,Female,54,805
8311,Female,54,453
8312,Female,54,1286
8313,Female,54,246
8314,Female,54,870
8315,Female,54,441
8316,Female,54,448
8317,Female,54,515
8318,Female,54,1165
8319,Female,54,414
8320,Female,55,31563
8321,Female,55,392
8322,Female,55,3133
8323,Female,55,1549
8324,Female,55,1855
8325,Female,55,1632
8326,Female,55,1529
8327,Female,55,679
8328,Female,55,548
8329,Female,55,315
8330,Female,55,833
8331,Female,55,1335
8332,Female,55,519
8333,Female,55,608
8334,Female,55,1147
8335,Female,55,1033
8336,Female,55,891
8337,Female,55,1271
8338,Female,55,2229
8339,Female,55,1045
8340,Female,55,1210
8341,Female,55,1139
8342,Female,55,814
8343,Female,55,471
8344,Female,55,1234
8345,Female,55,233
8346,Female,55,938
8347,Female,55,474
8348,Female,55,461
8349,Female,55,511
8350,Female,55,1133
8351,Female,55,402
8352,Female,56,31279
8353,Female,56,418
8354,Female,56,3208
8355,Female,56,1442
8356,Female,56,1805
8357,Female,56,1548
8358,Female,56,1483
8359,Female,56,674
8360,Female,56,539
8361,Female,56,256
8362,Female,56,875
8363,Female,56,1267
8364,Female,56,530
8365,Female,56,588
8366,Female,56,1081
8367,Female,56,1017
8368,Female,56,911
8369,Female,56,1334
8370,Female,56,2345
8371,Female,56,1096
8372,Female,56,1218
8373,Female,56,1053
8374,Female,56,821
8375,Female,56,445
8376,Female,56,1210
8377,Female,56,233
8378,Female,56,970
8379,Female,56,452
8380,Female,56,473
8381,Female,56,488
8382,Female,56,1136
8383,Female,56,363
8384,Female,57,31764
8385,Female,57,385
8386,Female,57,3273
8387,Female,57,1500
8388,Female,57,1773
8389,Female,57,1755
8390,Female,57,1470
8391,Female,57,709
8392,Female,57,532
8393,Female,57,263
8394,Female,57,831
8395,Female,57,1291
8396,Female,57,528
8397,Female,57,646
8398,Female,57,1178
8399,Female,57,1073
8400,Female,57,824
8401,Female,57,1366
8402,Female,57,2305
8403,Female,57,1085
8404,Female,57,1295
8405,Female,57,1076
8406,Female,57,844
8407,Female,57,444
8408,Female,57,1244
8409,Female,57,231
8410,Female,57,948
8411,Female,57,432
8412,Female,57,448
8413,Female,57,476
8414,Female,57,1131
8415,Female,57,408
8416,Female,58,30660
8417,Female,58,368
8418,Female,58,3196
8419,Female,58,1478
8420,Female,58,1705
8421,Female,58,1644
8422,Female,58,1407
8423,Female,58,642
8424,Female,58,541
8425,Female,58,232
8426,Female,58,802
8427,Female,58,1242
8428,Female,58,500
8429,Female,58,586
8430,Female,58,1096
8431,Female,58,993
8432,Female,58,848
8433,Female,58,1369
8434,Female,58,2176
8435,Female,58,1013
8436,Female,58,1225
8437,Female,58,1114
8438,Female,58,819
8439,Female,58,411
8440,Female,58,1193
8441,Female,58,241
8442,Female,58,932
8443,Female,58,462
8444,Female,58,480
8445,Female,58,496
8446,Female,58,1055
8447,Female,58,394
8448,Female,59,30000
8449,Female,59,360
8450,Female,59,3205
8451,Female,59,1499
8452,Female,59,1669
8453,Female,59,1587
8454,Female,59,1320
8455,Female,59,672
8456,Female,59,466
8457,Female,59,272
8458,Female,59,808
8459,Female,59,1139
8460,Female,59,467
8461,Female,59,574
8462,Female,59,1067
8463,Female,59,970
8464,Female,59,823
8465,Female,59,1354
8466,Female,59,2109
8467,Female,59,1023
8468,Female,59,1223
8469,Female,59,1074
8470,Female,59,818
8471,Female,59,424
8472,Female,59,1175
8473,Female,59,214
8474,Female,59,881
8475,Female,59,453
8476,Female,59,454
8477,Female,59,480
8478,Female,59,1019
8479,Female,59,401
8480,Female,60,29063
8481,Female,60,317
8482,Female,60,3065
8483,Female,60,1404
8484,Female,60,1591
8485,Female,60,1547
8486,Female,60,1235
8487,Female,60,643
8488,Female,60,459
8489,Female,60,259
8490,Female,60,727
8491,Female,60,1121
8492,Female,60,519
8493,Female,60,522
8494,Female,60,1035
8495,Female,60,989
8496,Female,60,757
8497,Female,60,1327
8498,Female,60,1978
8499,Female,60,1055
8500,Female,60,1206
8501,Female,60,1055
8502,Female,60,810
8503,Female,60,384
8504,Female,60,1111
8505,Female,60,188
8506,Female,60,927
8507,Female,60,461
8508,Female,60,433
8509,Female,60,468
8510,Female,60,1092
8511,Female,60,378
8512,Female,61,28856
8513,Female,61,350
8514,Female,61,2975
8515,Female,61,1344
8516,Female,61,1600
8517,Female,61,1542
8518,Female,61,1257
8519,Female,61,661
8520,Female,61,509
8521,Female,61,261
8522,Female,61,788
8523,Female,61,1085
8524,Female,61,483
8525,Female,61,548
8526,Female,61,1085
8527,Female,61,918
8528,Female,61,737
8529,Female,61,1310
8530,Female,61,2073
8531,Female,61,990
8532,Female,61,1139
8533,Female,61,1030
8534,Female,61,757
8535,Female,61,420
8536,Female,61,1175
8537,Female,61,214
8538,Female,61,859
8539,Female,61,437
8540,Female,61,469
8541,Female,61,461
8542,Female,61,996
8543,Female,61,383
8544,Female,62,27899
8545,Female,62,380
8546,Female,62,2866
8547,Female,62,1282
8548,Female,62,1540
8549,Female,62,1559
8550,Female,62,1156
8551,Female,62,638
8552,Female,62,444
8553,Female,62,233
8554,Female,62,706
8555,Female,62,1065
8556,Female,62,489
8557,Female,62,517
8558,Female,62,974
8559,Female,62,873
8560,Female,62,738
8561,Female,62,1244
8562,Female,62,1916
8563,Female,62,974
8564,Female,62,1196
8565,Female,62,987
8566,Female,62,735
8567,Female,62,406
8568,Female,62,1086
8569,Female,62,200
8570,Female,62,923
8571,Female,62,439
8572,Female,62,508
8573,Female,62,445
8574,Female,62,1033
8575,Female,62,347
8576,Female,63,26312
8577,Female,63,316
8578,Female,63,2642
8579,Female,63,1260
8580,Female,63,1423
8581,Female,63,1452
8582,Female,63,1121
8583,Female,63,568
8584,Female,63,432
8585,Female,63,237
8586,Female,63,659
8587,Female,63,980
8588,Female,63,443
8589,Female,63,486
8590,Female,63,918
8591,Female,63,811
8592,Female,63,794
8593,Female,63,1167
8594,Female,63,1861
8595,Female,63,989
8596,Female,63,1046
8597,Female,63,930
8598,Female,63,694
8599,Female,63,380
8600,Female,63,1056
8601,Female,63,211
8602,Female,63,872
8603,Female,63,415
8604,Female,63,396
8605,Female,63,406
8606,Female,63,982
8607,Female,63,365
8608,Female,64,26109
8609,Female,64,323
8610,Female,64,2624
8611,Female,64,1212
8612,Female,64,1310
8613,Female,64,1445
8614,Female,64,1084
8615,Female,64,558
8616,Female,64,419
8617,Female,64,230
8618,Female,64,658
8619,Female,64,937
8620,Female,64,405
8621,Female,64,498
8622,Female,64,919
8623,Female,64,842
8624,Female,64,719
8625,Female,64,1147
8626,Female,64,1828
8627,Female,64,1011
8628,Female,64,1109
8629,Female,64,974
8630,Female,64,692
8631,Female,64,373
8632,Female,64,1075
8633,Female,64,211
8634,Female,64,934
8635,Female,64,454
8636,Female,64,438
8637,Female,64,412
8638,Female,64,916
8639,Female,64,352
8640,Female,65,25183
8641,Female,65,306
8642,Female,65,2545
8643,Female,65,1226
8644,Female,65,1309
8645,Female,65,1450
8646,Female,65,1040
8647,Female,65,543
8648,Female,65,419
8649,Female,65,261
8650,Female,65,678
8651,Female,65,916
8652,Female,65,400
8653,Female,65,488
8654,Female,65,841
8655,Female,65,784
8656,Female,65,650
8657,Female,65,1064
8658,Female,65,1718
8659,Female,65,926
8660,Female,65,1089
8661,Female,65,915
8662,Female,65,641
8663,Female,65,383
8664,Female,65,1039
8665,Female,65,222
8666,Female,65,856
8667,Female,65,404
8668,Female,65,433
8669,Female,65,406
8670,Female,65,881
8671,Female,65,350
8672,Female,66,24662
8673,Female,66,286
8674,Female,66,2490
8675,Female,66,1166
8676,Female,66,1300
8677,Female,66,1435
8678,Female,66,1065
8679,Female,66,492
8680,Female,66,389
8681,Female,66,220
8682,Female,66,605
8683,Female,66,872
8684,Female,66,436
8685,Female,66,463
8686,Female,66,844
8687,Female,66,794
8688,Female,66,704
8689,Female,66,1045
8690,Female,66,1762
8691,Female,66,890
8692,Female,66,1049
8693,Female,66,886
8694,Female,66,652
8695,Female,66,341
